emoji,description,group,points,primary
🫱🏼‍🫲🏾,"handshake: medium-light skin tone, medium-dark skin tone",People & Body,1FAF1 1F3FC 200D 1FAF2 1F3FE,false
🫱🏼‍🫲🏿,"handshake: medium-light skin tone, dark skin tone",People & Body,1FAF1 1F3FC 200D 1FAF2 1F3FF,false
🫱🏽‍🫲🏻,"handshake: medium skin tone, light skin tone",People & Body,1FAF1 1F3FD 200D 1FAF2 1F3FB,false
🫱🏽‍🫲🏼,"handshake: medium skin tone, medium-light skin tone",People & Body,1FAF1 1F3FD 200D 1FAF2 1F3FC,false
🫱🏽‍🫲🏾,"handshake: medium skin tone, medium-dark skin tone",People & Body,1FAF1 1F3FD 200D 1FAF2 1F3FE,false
🫱🏽‍🫲🏿,"handshake: medium skin tone, dark skin tone",People & Body,1FAF1 1F3FD 200D 1FAF2 1F3FF,false
🫱🏾‍🫲🏻,"handshake: medium-dark skin tone, light skin tone",People & Body,1FAF1 1F3FE 200D 1FAF2 1F3FB,false
🫱🏾‍🫲🏼,"handshake: medium-dark skin tone, medium-light skin tone",People & Body,1FAF1 1F3FE 200D 1FAF2 1F3FC,false
🫱🏾‍🫲🏽,"handshake: medium-dark skin tone, medium skin tone",People & Body,1FAF1 1F3FE 200D 1FAF2 1F3FD,false
🫱🏾‍🫲🏿,"handshake: medium-dark skin tone, dark skin tone",People & Body,1FAF1 1F3FE 200D 1FAF2 1F3FF,false
🫱🏿‍🫲🏻,"handshake: dark skin tone, light skin tone",People & Body,1FAF1 1F3FF 200D 1FAF2 1F3FB,false
🫱🏿‍🫲🏼,"handshake: dark skin tone, medium-light skin tone",People & Body,1FAF1 1F3FF 200D 1FAF2 1F3FC,false
🫱🏿‍🫲🏽,"handshake: dark skin tone, medium skin tone",People & Body,1FAF1 1F3FF 200D 1FAF2 1F3FD,false
🫱🏿‍🫲🏾,"handshake: dark skin tone, medium-dark skin tone",People & Body,1FAF1 1F3FF 200D 1FAF2 1F3FE,false
🙏,"folded hands",People & Body,1F64F,true
🙏🏻,"folded hands: light skin tone",People & Body,1F64F 1F3FB,false
🙏🏼,"folded hands: medium-light skin tone",People & Body,1F64F 1F3FC,false
🙏🏽,"folded hands: medium skin tone",People & Body,1F64F 1F3FD,false
🙏🏾,"folded hands: medium-dark skin tone",People & Body,1F64F 1F3FE,false
🙏🏿,"folded hands: dark skin tone",People & Body,1F64F 1F3FF,false
✍️,"writing hand",People & Body,270D FE0F,false
✍🏻,"writing hand: light skin tone",People & Body,270D 1F3FB,false
✍🏼,"writing hand: medium-light skin tone",People & Body,270D 1F3FC,false
✍🏽,"writing hand: medium skin tone",People & Body,270D 1F3FD,false
✍🏾,"writing hand: medium-dark skin tone",People & Body,270D 1F3FE,false
✍🏿,"writing hand: dark skin tone",People & Body,270D 1F3FF,false
💅,"nail polish",People & Body,1F485,true
💅🏻,"nail polish: light skin tone",People & Body,1F485 1F3FB,false
💅🏼,"nail polish: medium-light skin tone",People & Body,1F485 1F3FC,false
💅🏽,"nail polish: medium skin tone",People & Body,1F485 1F3FD,false
💅🏾,"nail polish: medium-dark skin tone",People & Body,1F485 1F3FE,false
💅🏿,"nail polish: dark skin tone",People & Body,1F485 1F3FF,false
🤳,"selfie",People & Body,1F933,true
🤳🏻,"selfie: light skin tone",People & Body,1F933 1F3FB,false
🤳🏼,"selfie: medium-light skin tone",People & Body,1F933 1F3FC,false
🤳🏽,"selfie: medium skin tone",People & Body,1F933 1F3FD,false
🤳🏾,"selfie: medium-dark skin tone",People & Body,1F933 1F3FE,false
🤳🏿,"selfie: dark skin tone",People & Body,1F933 1F3FF,false
💪,"flexed biceps",People & Body,1F4AA,true
💪🏻,"flexed biceps: light skin tone",People & Body,1F4AA 1F3FB,false
💪🏼,"flexed biceps: medium-light skin tone",People & Body,1F4AA 1F3FC,false
💪🏽,"flexed biceps: medium skin tone",People & Body,1F4AA 1F3FD,false
💪🏾,"flexed biceps: medium-dark skin tone",People & Body,1F4AA 1F3FE,false
💪🏿,"flexed biceps: dark skin tone",People & Body,1F4AA 1F3FF,false
🦾,"mechanical arm",People & Body,1F9BE,true
🦿,"mechanical leg",People & Body,1F9BF,true
🦵,"leg",People & Body,1F9B5,true
🦵🏻,"leg: light skin tone",People & Body,1F9B5 1F3FB,false
🦵🏼,"leg: medium-light skin tone",People & Body,1F9B5 1F3FC,false
🦵🏽,"leg: medium skin tone",People & Body,1F9B5 1F3FD,false
🦵🏾,"leg: medium-dark skin tone",People & Body,1F9B5 1F3FE,false
🦵🏿,"leg: dark skin tone",People & Body,1F9B5 1F3FF,false
🦶,"foot",People & Body,1F9B6,true
🦶🏻,"foot: light skin tone",People & Body,1F9B6 1F3FB,false
🦶🏼,"foot: medium-light skin tone",People & Body,1F9B6 1F3FC,false
🦶🏽,"foot: medium skin tone",People & Body,1F9B6 1F3FD,false
🦶🏾,"foot: medium-dark skin tone",People & Body,1F9B6 1F3FE,false
🦶🏿,"foot: dark skin tone",People & Body,1F9B6 1F3FF,false
👂,"ear",People & Body,1F442,true
👂🏻,"ear: light skin tone",People & Body,1F442 1F3FB,false
👂🏼,"ear: medium-light skin tone",People & Body,1F442 1F3FC,false
👂🏽,"ear: medium skin tone",People & Body,1F442 1F3FD,false
👂🏾,"ear: medium-dark skin tone",People & Body,1F442 1F3FE,false
👂🏿,"ear: dark skin tone",People & Body,1F442 1F3FF,false
🦻,"ear with hearing aid",People & Body,1F9BB,true
🦻🏻,"ear with hearing aid: light skin tone",People & Body,1F9BB 1F3FB,false
🦻🏼,"ear with hearing aid: medium-light skin tone",People & Body,1F9BB 1F3FC,false
🦻🏽,"ear with hearing aid: medium skin tone",People & Body,1F9BB 1F3FD,false
🦻🏾,"ear with hearing aid: medium-dark skin tone",People & Body,1F9BB 1F3FE,false
🦻🏿,"ear with hearing aid: dark skin tone",People & Body,1F9BB 1F3FF,false
👃,"nose",People & Body,1F443,true
👃🏻,"nose: light skin tone",People & Body,1F443 1F3FB,false
👃🏼,"nose: medium-light skin tone",People & Body,1F443 1F3FC,false
👃🏽,"nose: medium skin tone",People & Body,1F443 1F3FD,false
👃🏾,"nose: medium-dark skin tone",People & Body,1F443 1F3FE,false
👃🏿,"nose: dark skin tone",People & Body,1F443 1F3FF,false
🧠,"brain",People & Body,1F9E0,true
🫀,"anatomical heart",People & Body,1FAC0,true
🫁,"lungs",People & Body,1FAC1,true
🦷,"tooth",People & Body,1F9B7,true
🦴,"bone",People & Body,1F9B4,true
👀,"eyes",People & Body,1F440,true
👁️,"eye",People & Body,1F441 FE0F,false
👅,"tongue",People & Body,1F445,true
👄,"mouth",People & Body,1F444,true
🫦,"biting lip",People & Body,1FAE6,true
👶,"baby",People & Body,1F476,true
👶🏻,"baby: light skin tone",People & Body,1F476 1F3FB,false
👶🏼,"baby: medium-light skin tone",People & Body,1F476 1F3FC,false
👶🏽,"baby: medium skin tone",People & Body,1F476 1F3FD,false
👶🏾,"baby: medium-dark skin tone",People & Body,1F476 1F3FE,false
👶🏿,"baby: dark skin tone",People & Body,1F476 1F3FF,false
🧒,"child",People & Body,1F9D2,true
🧒🏻,"child: light skin tone",People & Body,1F9D2 1F3FB,false
🧒🏼,"child: medium-light skin tone",People & Body,1F9D2 1F3FC,false
🧒🏽,"child: medium skin tone",People & Body,1F9D2 1F3FD,false
🧒🏾,"child: medium-dark skin tone",People & Body,1F9D2 1F3FE,false
🧒🏿,"child: dark skin tone",People & Body,1F9D2 1F3FF,false
👦,"boy",People & Body,1F466,true
👦🏻,"boy: light skin tone",People & Body,1F466 1F3FB,false
👦🏼,"boy: medium-light skin tone",People & Body,1F466 1F3FC,false
👦🏽,"boy: medium skin tone",People & Body,1F466 1F3FD,false
👦🏾,"boy: medium-dark skin tone",People & Body,1F466 1F3FE,false
👦🏿,"boy: dark skin tone",People & Body,1F466 1F3FF,false
👧,"girl",People & Body,1F467,true
👧🏻,"girl: light skin tone",People & Body,1F467 1F3FB,false
👧🏼,"girl: medium-light skin tone",People & Body,1F467 1F3FC,false
👧🏽,"girl: medium skin tone",People & Body,1F467 1F3FD,false
👧🏾,"girl: medium-dark skin tone",People & Body,1F467 1F3FE,false
👧🏿,"girl: dark skin tone",People & Body,1F467 1F3FF,false
🧑,"person",People & Body,1F9D1,true
🧑🏻,"person: light skin tone",People & Body,1F9D1 1F3FB,false
🧑🏼,"person: medium-light skin tone",People & Body,1F9D1 1F3FC,false
🧑🏽,"person: medium skin tone",People & Body,1F9D1 1F3FD,false
🧑🏾,"person: medium-dark skin tone",People & Body,1F9D1 1F3FE,false
🧑🏿,"person: dark skin tone",People & Body,1F9D1 1F3FF,false
👱,"person: blond hair",People & Body,1F471,true
👱🏻,"person: light skin tone, blond hair",People & Body,1F471 1F3FB,false
👱🏼,"person: medium-light skin tone, blond hair",People & Body,1F471 1F3FC,false
👱🏽,"person: medium skin tone, blond hair",People & Body,1F471 1F3FD,false
👱🏾,"person: medium-dark skin tone, blond hair",People & Body,1F471 1F3FE,false
👱🏿,"person: dark skin tone, blond hair",People & Body,1F471 1F3FF,false
👨,"man",People & Body,1F468,true
👨🏻,"man: light skin tone",People & Body,1F468 1F3FB,false
👨🏼,"man: medium-light skin tone",People & Body,1F468 1F3FC,false
👨🏽,"man: medium skin tone",People & Body,1F468 1F3FD,false
👨🏾,"man: medium-dark skin tone",People & Body,1F468 1F3FE,false
👨🏿,"man: dark skin tone",People & Body,1F468 1F3FF,false
🧔,"person: beard",People & Body,1F9D4,true
🧔🏻,"person: light skin tone, beard",People & Body,1F9D4 1F3FB,false
🧔🏼,"person: medium-light skin tone, beard",People & Body,1F9D4 1F3FC,false
🧔🏽,"person: medium skin tone, beard",People & Body,1F9D4 1F3FD,false
🧔🏾,"person: medium-dark skin tone, beard",People & Body,1F9D4 1F3FE,false
🧔🏿,"person: dark skin tone, beard",People & Body,1F9D4 1F3FF,false
🧔‍♂️,"man: beard",People & Body,1F9D4 200D 2642 FE0F,false
🧔🏻‍♂️,"man: light skin tone, beard",People & Body,1F9D4 1F3FB 200D 2642 FE0F,false
🧔🏼‍♂️,"man: medium-light skin tone, beard",People & Body,1F9D4 1F3FC 200D 2642 FE0F,false
🧔🏽‍♂️,"man: medium skin tone, beard",People & Body,1F9D4 1F3FD 200D 2642 FE0F,false
🧔🏾‍♂️,"man: medium-dark skin tone, beard",People & Body,1F9D4 1F3FE 200D 2642 FE0F,false
🧔🏿‍♂️,"man: dark skin tone, beard",People & Body,1F9D4 1F3FF 200D 2642 FE0F,false
🧔‍♀️,"woman: beard",People & Body,1F9D4 200D 2640 FE0F,false
🧔🏻‍♀️,"woman: light skin tone, beard",People & Body,1F9D4 1F3FB 200D 2640 FE0F,false
🧔🏼‍♀️,"woman: medium-light skin tone, beard",People & Body,1F9D4 1F3FC 200D 2640 FE0F,false
🧔🏽‍♀️,"woman: medium skin tone, beard",People & Body,1F9D4 1F3FD 200D 2640 FE0F,false
🧔🏾‍♀️,"woman: medium-dark skin tone, beard",People & Body,1F9D4 1F3FE 200D 2640 FE0F,false
🧔🏿‍♀️,"woman: dark skin tone, beard",People & Body,1F9D4 1F3FF 200D 2640 FE0F,false
👨‍🦰,"man: red hair",People & Body,1F468 200D 1F9B0,false
👨🏻‍🦰,"man: light skin tone, red hair",People & Body,1F468 1F3FB 200D 1F9B0,false
👨🏼‍🦰,"man: medium-light skin tone, red hair",People & Body,1F468 1F3FC 200D 1F9B0,false
👨🏽‍🦰,"man: medium skin tone, red hair",People & Body,1F468 1F3FD 200D 1F9B0,false
👨🏾‍🦰,"man: medium-dark skin tone, red hair",People & Body,1F468 1F3FE 200D 1F9B0,false
👨🏿‍🦰,"man: dark skin tone, red hair",People & Body,1F468 1F3FF 200D 1F9B0,false
👨‍🦱,"man: curly hair",People & Body,1F468 200D 1F9B1,false
👨🏻‍🦱,"man: light skin tone, curly hair",People & Body,1F468 1F3FB 200D 1F9B1,false
👨🏼‍🦱,"man: medium-light skin tone, curly hair",People & Body,1F468 1F3FC 200D 1F9B1,false
👨🏽‍🦱,"man: medium skin tone, curly hair",People & Body,1F468 1F3FD 200D 1F9B1,false
👨🏾‍🦱,"man: medium-dark skin tone, curly hair",People & Body,1F468 1F3FE 200D 1F9B1,false
👨🏿‍🦱,"man: dark skin tone, curly hair",People & Body,1F468 1F3FF 200D 1F9B1,false
👨‍🦳,"man: white hair",People & Body,1F468 200D 1F9B3,false
👨🏻‍🦳,"man: light skin tone, white hair",People & Body,1F468 1F3FB 200D 1F9B3,false
👨🏼‍🦳,"man: medium-light skin tone, white hair",People & Body,1F468 1F3FC 200D 1F9B3,false
👨🏽‍🦳,"man: medium skin tone, white hair",People & Body,1F468 1F3FD 200D 1F9B3,false
👨🏾‍🦳,"man: medium-dark skin tone, white hair",People & Body,1F468 1F3FE 200D 1F9B3,false
👨🏿‍🦳,"man: dark skin tone, white hair",People & Body,1F468 1F3FF 200D 1F9B3,false
👨‍🦲,"man: bald",People & Body,1F468 200D 1F9B2,false
👨🏻‍🦲,"man: light skin tone, bald",People & Body,1F468 1F3FB 200D 1F9B2,false
👨🏼‍🦲,"man: medium-light skin tone, bald",People & Body,1F468 1F3FC 200D 1F9B2,false
👨🏽‍🦲,"man: medium skin tone, bald",People & Body,1F468 1F3FD 200D 1F9B2,false
👨🏾‍🦲,"man: medium-dark skin tone, bald",People & Body,1F468 1F3FE 200D 1F9B2,false
👨🏿‍🦲,"man: dark skin tone, bald",People & Body,1F468 1F3FF 200D 1F9B2,false
👩,"woman",People & Body,1F469,true
👩🏻,"woman: light skin tone",People & Body,1F469 1F3FB,false
👩🏼,"woman: medium-light skin tone",People & Body,1F469 1F3FC,false
👩🏽,"woman: medium skin tone",People & Body,1F469 1F3FD,false
👩🏾,"woman: medium-dark skin tone",People & Body,1F469 1F3FE,false
👩🏿,"woman: dark skin tone",People & Body,1F469 1F3FF,false
👩‍🦰,"woman: red hair",People & Body,1F469 200D 1F9B0,false
👩🏻‍🦰,"woman: light skin tone, red hair",People & Body,1F469 1F3FB 200D 1F9B0,false
👩🏼‍🦰,"woman: medium-light skin tone, red hair",People & Body,1F469 1F3FC 200D 1F9B0,false
👩🏽‍🦰,"woman: medium skin tone, red hair",People & Body,1F469 1F3FD 200D 1F9B0,false
👩🏾‍🦰,"woman: medium-dark skin tone, red hair",People & Body,1F469 1F3FE 200D 1F9B0,false
👩🏿‍🦰,"woman: dark skin tone, red hair",People & Body,1F469 1F3FF 200D 1F9B0,false
🧑‍🦰,"person: red hair",People & Body,1F9D1 200D 1F9B0,false
🧑🏻‍🦰,"person: light skin tone, red hair",People & Body,1F9D1 1F3FB 200D 1F9B0,false
🧑🏼‍🦰,"person: medium-light skin tone, red hair",People & Body,1F9D1 1F3FC 200D 1F9B0,false
🧑🏽‍🦰,"person: medium skin tone, red hair",People & Body,1F9D1 1F3FD 200D 1F9B0,false
🧑🏾‍🦰,"person: medium-dark skin tone, red hair",People & Body,1F9D1 1F3FE 200D 1F9B0,false
🧑🏿‍🦰,"person: dark skin tone, red hair",People & Body,1F9D1 1F3FF 200D 1F9B0,false
👩‍🦱,"woman: curly hair",People & Body,1F469 200D 1F9B1,false
👩🏻‍🦱,"woman: light skin tone, curly hair",People & Body,1F469 1F3FB 200D 1F9B1,false
👩🏼‍🦱,"woman: medium-light skin tone, curly hair",People & Body,1F469 1F3FC 200D 1F9B1,false
👩🏽‍🦱,"woman: medium skin tone, curly hair",People & Body,1F469 1F3FD 200D 1F9B1,false
👩🏾‍🦱,"woman: medium-dark skin tone, curly hair",People & Body,1F469 1F3FE 200D 1F9B1,false
👩🏿‍🦱,"woman: dark skin tone, curly hair",People & Body,1F469 1F3FF 200D 1F9B1,false
🧑‍🦱,"person: curly hair",People & Body,1F9D1 200D 1F9B1,false
🧑🏻‍🦱,"person: light skin tone, curly hair",People & Body,1F9D1 1F3FB 200D 1F9B1,false
🧑🏼‍🦱,"person: medium-light skin tone, curly hair",People & Body,1F9D1 1F3FC 200D 1F9B1,false
🧑🏽‍🦱,"person: medium skin tone, curly hair",People & Body,1F9D1 1F3FD 200D 1F9B1,false
🧑🏾‍🦱,"person: medium-dark skin tone, curly hair",People & Body,1F9D1 1F3FE 200D 1F9B1,false
🧑🏿‍🦱,"person: dark skin tone, curly hair",People & Body,1F9D1 1F3FF 200D 1F9B1,false
👩‍🦳,"woman: white hair",People & Body,1F469 200D 1F9B3,false
👩🏻‍🦳,"woman: light skin tone, white hair",People & Body,1F469 1F3FB 200D 1F9B3,false
👩🏼‍🦳,"woman: medium-light skin tone, white hair",People & Body,1F469 1F3FC 200D 1F9B3,false
👩🏽‍🦳,"woman: medium skin tone, white hair",People & Body,1F469 1F3FD 200D 1F9B3,false
👩🏾‍🦳,"woman: medium-dark skin tone, white hair",People & Body,1F469 1F3FE 200D 1F9B3,false
👩🏿‍🦳,"woman: dark skin tone, white hair",People & Body,1F469 1F3FF 200D 1F9B3,false
🧑‍🦳,"person: white hair",People & Body,1F9D1 200D 1F9B3,false
🧑🏻‍🦳,"person: light skin tone, white hair",People & Body,1F9D1 1F3FB 200D 1F9B3,false
🧑🏼‍🦳,"person: medium-light skin tone, white hair",People & Body,1F9D1 1F3FC 200D 1F9B3,false
🧑🏽‍🦳,"person: medium skin tone, white hair",People & Body,1F9D1 1F3FD 200D 1F9B3,false
🧑🏾‍🦳,"person: medium-dark skin tone, white hair",People & Body,1F9D1 1F3FE 200D 1F9B3,false
🧑🏿‍🦳,"person: dark skin tone, white hair",People & Body,1F9D1 1F3FF 200D 1F9B3,false
👩‍🦲,"woman: bald",People & Body,1F469 200D 1F9B2,false
👩🏻‍🦲,"woman: light skin tone, bald",People & Body,1F469 1F3FB 200D 1F9B2,false
👩🏼‍🦲,"woman: medium-light skin tone, bald",People & Body,1F469 1F3FC 200D 1F9B2,false
👩🏽‍🦲,"woman: medium skin tone, bald",People & Body,1F469 1F3FD 200D 1F9B2,false
👩🏾‍🦲,"woman: medium-dark skin tone, bald",People & Body,1F469 1F3FE 200D 1F9B2,false
👩🏿‍🦲,"woman: dark skin tone, bald",People & Body,1F469 1F3FF 200D 1F9B2,false
🧑‍🦲,"person: bald",People & Body,1F9D1 200D 1F9B2,false
🧑🏻‍🦲,"person: light skin tone, bald",People & Body,1F9D1 1F3FB 200D 1F9B2,false
🧑🏼‍🦲,"person: medium-light skin tone, bald",People & Body,1F9D1 1F3FC 200D 1F9B2,false
🧑🏽‍🦲,"person: medium skin tone, bald",People & Body,1F9D1 1F3FD 200D 1F9B2,false
🧑🏾‍🦲,"person: medium-dark skin tone, bald",People & Body,1F9D1 1F3FE 200D 1F9B2,false
🧑🏿‍🦲,"person: dark skin tone, bald",People & Body,1F9D1 1F3FF 200D 1F9B2,false
👱‍♀️,"woman: blond hair",People & Body,1F471 200D 2640 FE0F,false
👱🏻‍♀️,"woman: light skin tone, blond hair",People & Body,1F471 1F3FB 200D 2640 FE0F,false
